Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 06/28  02:00:00,821.556313971,96.3525857472,452.174283039,0.0,46.0930336215,113.312780494,405.60753223,391.24812117,5.66466996096,8.69474109883
 06/28  03:00:00,818.979733363,96.3525857472,450.315202813,0.0,46.0930336215,113.312780494,419.271605198,396.237151996,5.66466996096,17.3697832402
 06/28  04:00:00,902.440347196,96.3525857472,445.782561511,0.0,100.150657288,148.969399434,395.52460424,381.164884022,5.66466996096,8.69505025724
 06/28  05:00:00,900.599733212,96.9394343498,446.193181532,0.0,100.150657288,149.894399434,540.692665613,517.835831699,14.1616749024,8.69515901236
 06/28  06:00:00,1123.95042846,99.5355176242,448.82505517,0.0,176.471037341,302.612436532,416.835612098,371.141518068,28.3233498048,17.3707442247
 06/28  07:00:00,1258.43806505,102.211055224,454.739702463,0.0,243.2593065,310.10971186,382.000283053,322.008738405,42.4850247072,17.5065199408
 06/28  08:00:00,1302.1984385,103.543862638,452.19346524,0.0,243.2593065,310.10971186,382.836766566,299.834754385,56.6466996096,26.3553125708
 06/28  09:00:00,1322.92804944,104.480219442,429.970266227,0.0,243.2593065,302.612436532,355.387943487,286.464693202,42.4850247072,26.438225577
 06/28  10:00:00,1319.88177193,105.610639357,414.30506836,0.0,243.2593065,310.10971186,385.19312568,278.974411242,70.808374512,35.4103399255
 06/28  11:00:00,1311.76601492,106.970357902,398.139312034,0.0,243.2593065,310.10971186,372.277255744,274.867907344,70.808374512,26.6009738876
 06/28  12:00:00,1258.37843027,108.452805402,383.620338616,0.0,243.2593065,310.10971186,375.18493387,269.059124323,70.808374512,35.3174350341
 06/28  13:00:00,1283.11021003,110.181139528,378.48228156,0.0,243.2593065,302.612436532,354.419709483,262.310291443,56.6466996096,35.4627184302
 06/28  14:00:00,1276.29036397,112.346403742,376.76213844,0.0,243.2593065,302.612436532,321.105870241,252.057941779,42.4850247072,26.5629037543
 06/28  15:00:00,1276.04066094,114.455507371,377.392075452,0.0,243.2593065,302.612436532,330.4184785,238.413317016,56.6466996096,35.3584618743
 06/28  16:00:00,1284.09534593,116.317759908,377.770946814,0.0,243.2593065,310.10971186,339.548690604,228.169791744,84.9700494144,26.4088494455
 06/28  17:00:00,1286.44804675,117.654980614,379.02333746,0.0,243.2593065,310.10971186,325.666165725,223.236009893,84.9700494144,17.4601064178
 06/28  18:00:00,1034.03327764,96.3525857472,414.906365708,0.0,166.938926447,199.110933808,329.682365756,235.998182586,84.9700494144,8.71413375599
 06/28  19:00:00,1046.80118617,96.3525857472,435.528221936,0.0,166.938926447,191.61365848,340.88986041,266.833171918,56.6466996096,17.4099888823
 06/28  20:00:00,943.708107748,96.3525857472,452.030080194,0.0,100.150657288,124.558693486,395.501574339,321.444336057,56.6466996096,17.410538672
 06/28  21:00:00,909.247893601,96.3525857472,457.589275017,0.0,100.150657288,124.558693486,385.717203378,334.534837041,42.4850247072,8.69734163032
 06/28  22:00:00,864.068430575,96.3525857472,460.321688757,0.0,46.0930336215,124.558693486,393.387019289,356.368480277,28.3233498048,8.69518920719
 06/28  23:00:00,879.184746603,96.3525857472,450.168834503,0.0,46.0930336215,124.558693486,394.447277433,362.914918503,14.1616749024,17.3706840281
 06/28  24:00:00,883.037831243,96.3525857472,448.556641565,0.0,46.0930336215,113.312780494,383.870326846,369.510156164,5.66466996096,8.6955007213
 06/29  01:00:00,901.427437166,96.3525857472,443.514495412,0.0,46.0930336215,113.312780494,391.914907398,377.554675208,5.66466996096,8.69556222899
 06/29  02:00:00,882.00945286,96.3525857472,436.307475682,0.0,46.0930336215,113.312780494,406.494532101,383.458489977,5.66466996096,17.3713721624
 06/29  03:00:00,866.798960479,96.3525857472,432.623427081,0.0,46.0930336215,113.312780494,405.585831349,391.2277772,5.66466996096,8.693384188
 06/29  04:00:00,950.007992155,96.3525857472,429.902705914,0.0,100.150657288,148.969399434,399.551331885,376.518115971,5.66466996096,17.3685459527
 06/29  05:00:00,936.692335404,97.202201426,432.356079457,0.0,100.150657288,149.894399434,518.834874306,495.979428542,14.1616749024,8.69377086172
 06/29  06:00:00,1134.66258126,100.182355774,440.448156811,0.0,176.471037341,302.612436532,393.943048265,356.925825097,28.3233498048,8.69387336316
 06/29  07:00:00,1251.91806283,103.360578953,444.300052248,0.0,243.2593065,310.10971186,376.00893983,307.627423309,42.4850247072,25.8964918132
 06/29  08:00:00,1268.73509498,104.657705416,417.114416413,0.0,243.2593065,310.10971186,358.873184178,284.302035491,56.6466996096,17.9244490774
 06/29  09:00:00,1284.01747428,105.806894143,396.272556373,0.0,243.2593065,302.612436532,340.039578167,271.117956026,42.4850247072,26.4365974333
 06/29  10:00:00,1284.73803703,107.043404277,387.492736027,0.0,243.2593065,310.10971186,369.85634932,263.62918456,70.808374512,35.4187902483
 06/29  11:00:00,1283.06228369,108.449568648,379.107760424,0.0,243.2593065,310.10971186,365.281232589,259.004218719,70.808374512,35.4686393584
 06/29  12:00:00,1245.85158658,110.299903898,369.050612582,0.0,243.2593065,310.10971186,348.614621114,251.31623681,70.808374512,26.4900097925
 06/29  13:00:00,1285.58244489,112.48893383,362.001821833,0.0,243.2593065,302.612436532,332.579155946,240.458436275,56.6466996096,35.4740200616
 06/29  14:00:00,1286.01292467,115.084740516,353.660355769,0.0,243.2593065,302.612436532,297.579452332,219.683332844,42.4850247072,35.4110947813
 06/29  15:00:00,1294.2188116,117.681117121,344.893743209,0.0,243.2593065,302.612436532,277.578792891,194.41192216,56.6466996096,26.520171121
 06/29  16:00:00,1316.67379334,119.844006008,341.4749672,0.0,243.2593065,310.10971186,287.198064796,175.823878334,84.9700494144,26.4041370467
 06/29  17:00:00,1311.67797011,121.340874201,341.17677419,0.0,243.2593065,310.10971186,249.546842522,147.117895907,84.9700494144,17.4588972004
 06/29  18:00:00,1002.5581682,96.3525857472,349.544778374,0.0,166.938926447,199.110933808,278.195598063,175.813509863,84.9700494144,17.4120387858
 06/29  19:00:00,1001.44983294,96.3525857472,370.434277794,0.0,166.938926447,191.61365848,291.866053177,226.504886342,56.6466996096,8.71446722548
 06/29  20:00:00,894.905839218,96.3525857472,398.67492892,0.0,100.150657288,124.558693486,361.453862723,287.396202424,56.6466996096,17.4109606894
 06/29  21:00:00,868.249510253,96.3525857472,413.251979541,0.0,100.150657288,124.558693486,366.624651383,306.765861476,42.4850247072,17.3737652002
 06/29  22:00:00,809.99043661,96.3525857472,423.313213997,0.0,46.0930336215,124.558693486,369.134067559,332.117132656,28.3233498048,8.69358509842
 06/29  23:00:00,810.057060487,96.3525857472,422.519032039,0.0,46.0930336215,124.558693486,363.228241076,340.372888846,14.1616749024,8.69367732808
 06/29  24:00:00,809.552634237,96.3525857472,435.323397898,0.0,46.0930336215,113.312780494,372.227092124,349.193468948,5.66466996096,17.3689532148
 06/30  01:00:00,831.35749606,96.3525857472,458.690355863,0.0,46.0930336215,113.312780494,374.457642422,360.099048092,5.66466996096,8.6939243691
 06/30  02:00:00,837.191083185,96.3525857472,465.050964656,0.0,46.0930336215,113.312780494,381.528835007,367.170157821,5.66466996096,8.69400722514
 06/30  03:00:00,841.923531995,96.3525857472,470.274564491,0.0,46.0930336215,113.312780494,396.650285842,373.617329137,5.66466996096,17.3682867434
 06/30  04:00:00,932.576326934,96.3525857472,468.226407555,0.0,100.150657288,148.969399434,375.513460815,361.154502477,5.66466996096,8.69428837736
 06/30  05:00:00,924.630353496,97.5552728659,461.31240117,0.0,100.150657288,149.894399434,482.694232375,459.83816932,14.1616749024,8.69438815242
 06/30  06:00:00,1141.46439311,101.24032031,459.291764198,0.0,176.471037341,302.612436532,375.187925051,329.494557576,28.3233498048,17.3700176701
 06/30  07:00:00,1217.33943049,105.434348402,405.093423118,0.0,243.2593065,310.10971186,339.551330661,279.561764334,42.4850247072,17.5045416201
 06/30  08:00:00,1235.97714489,107.151734463,378.802623071,0.0,243.2593065,310.10971186,337.739084221,254.739814706,56.6466996096,26.3525699049
 06/30  09:00:00,1268.18216509,108.549573078,373.160510806,0.0,243.2593065,302.612436532,311.70953426,242.783990221,42.4850247072,26.4405193323
 06/30  10:00:00,1277.55262829,110.23200707,364.863181996,0.0,243.2593065,310.10971186,330.520521687,230.055616143,70.808374512,29.6565310321
 06/30  11:00:00,1280.96390753,112.299790384,353.433690866,0.0,243.2593065,310.10971186,314.413557829,211.228598264,70.808374512,32.3765850532
 06/30  12:00:00,1248.75840945,114.515335345,349.174310457,0.0,243.2593065,310.10971186,292.530934235,186.409317139,70.808374512,35.3132425833
 06/30  13:00:00,1305.56277778,118.329371573,354.310611755,0.0,243.2593065,302.612436532,221.853126369,129.748428056,56.6466996096,35.4579987027
 06/30  14:00:00,1326.33206791,127.616485196,358.823698701,0.0,243.2593065,302.612436532,148.204831815,79.1492425762,42.4850247072,26.5705645321
 06/30  15:00:00,1340.35852617,140.028690225,357.4064816,0.0,243.2593065,302.612436532,138.643384407,46.6428637324,56.6466996096,35.3538210651
 06/30  16:00:00,1359.3992753,153.976682274,355.755302465,0.0,243.2593065,310.10971186,138.545709286,27.1681661622,84.9700494144,26.4074937091
 06/30  17:00:00,1365.22572948,159.118246792,355.903142247,0.0,243.2593065,310.10971186,117.806620436,15.3788704029,84.9700494144,17.4577006191
 06/30  18:00:00,1048.16406635,96.4997431367,361.021199729,0.0,166.938926447,199.110933808,132.997252875,39.3114209394,84.9700494144,8.71578252152
 06/30  19:00:00,1024.72585075,96.3801840641,361.044941088,0.0,166.938926447,191.61365848,149.919742319,75.86111016,56.6466996096,17.4119325497
 06/30  20:00:00,887.820343367,96.3525857472,346.238920412,0.0,100.150657288,124.558693486,245.704850943,171.650034522,56.6466996096,17.4081168112
 06/30  21:00:00,864.315544557,96.3525857472,357.877601474,0.0,100.150657288,124.558693486,306.214802863,255.033635574,42.4850247072,8.69614258265
 06/30  22:00:00,838.481412978,96.3525857472,388.673703952,0.0,46.0930336215,124.558693486,330.901019889,293.883691316,28.3233498048,8.69397876856
 06/30  23:00:00,841.269188878,96.3525857472,391.614389167,0.0,46.0930336215,124.558693486,338.072141702,306.542223376,14.1616749024,17.3682434228
 06/30  24:00:00,816.719179421,96.3525857472,396.808211332,0.0,46.0930336215,113.312780494,331.564863014,317.205924435,5.66466996096,8.69426861734
 07/01  01:00:00,785.527511963,96.3525857472,407.853471874,0.0,46.0930336215,113.312780494,340.671448837,326.312455112,5.66466996096,8.69432376442
 07/01  02:00:00,797.688165106,96.3525857472,422.001663736,0.0,46.0930336215,113.312780494,358.662314831,335.628771543,5.66466996096,17.3688733273
 07/01  03:00:00,814.057357037,96.3525857472,439.996376159,0.0,46.0930336215,113.312780494,360.637204942,346.277970547,5.66466996096,8.69456443371
 07/01  04:00:00,834.137077872,96.3525857472,450.690968396,0.0,55.6251445156,113.312780494,356.936462487,342.577140123,5.66466996096,8.69465240274
 07/01  05:00:00,839.823719645,96.3525857472,461.038031155,0.0,55.6251445156,113.312780494,378.525876516,346.994631319,14.1616749024,17.3695702943
 07/01  06:00:00,881.995628316,96.3525857472,440.323637337,0.0,65.1572554096,176.889270242,306.917419025,269.899151217,28.3233498048,8.69491800272
 07/01  07:00:00,972.421124136,98.0206016873,405.157109904,0.0,109.682768182,220.96816451,370.294901228,319.114860469,42.4850247072,8.69501605142
 07/01  08:00:00,973.332247339,98.0781092861,395.321454954,0.0,109.682768182,220.96816451,364.055673458,289.965884754,56.6466996096,17.4430890943
 07/01  09:00:00,1077.01377924,99.903234241,389.77924352,0.0,131.945524568,266.955817592,334.022026165,265.283233573,42.4850247072,26.2537678852
 07/01  10:00:00,1074.63840172,100.583639429,378.919856376,0.0,131.945524568,274.45309292,337.677181004,249.296070033,70.808374512,17.5727364591
 07/01  11:00:00,1065.22503746,101.550597682,368.712059248,0.0,131.945524568,274.45309292,328.865050047,231.704794896,70.808374512,26.3518806394
 07/01  12:00:00,1025.46518161,102.788354994,360.731477859,0.0,131.945524568,274.45309292,315.310116396,218.155630873,70.808374512,26.3461110104
 07/01  13:00:00,1018.07734503,104.190323547,360.129385143,0.0,131.945524568,266.955817592,277.94674322,200.68062928,56.6466996096,20.6194143306
 07/01  14:00:00,1025.33395491,105.980963712,362.254284186,0.0,131.945524568,266.955817592,222.924828968,157.144850023,42.4850247072,23.2949542382
 07/01  15:00:00,941.499905673,96.3525857472,364.767704664,0.0,109.682768182,212.545889182,166.297576527,83.3066188566,56.6466996096,26.3442580613
 07/01  16:00:00,965.27709364,96.358098272,376.302430948,0.0,109.682768182,220.04316451,174.340922462,63.02553016,84.9700494144,26.345342888
 07/01  17:00:00,924.09034456,96.3916933363,377.326340235,0.0,109.682768182,220.04316451,165.189791667,62.7197835947,84.9700494144,17.4999586583
 07/01  18:00:00,884.201562697,96.4204107374,376.433019041,0.0,100.150657288,199.110933808,181.884765644,88.2209426634,84.9700494144,8.69377356605
 07/01  19:00:00,868.577268752,96.3559324375,370.100893421,0.0,100.150657288,191.61365848,197.296686322,123.282234097,56.6466996096,17.3677526151
 07/01  20:00:00,758.234577925,96.3525857472,361.352964752,0.0,55.6251445156,124.558693486,298.054122827,232.713415853,56.6466996096,8.6940073649
 07/01  21:00:00,787.124479257,96.3525857472,388.596739175,0.0,55.6251445156,124.558693486,340.248238398,289.069121738,42.4850247072,8.69409195235
 07/01  22:00:00,801.009103554,96.3525857472,413.269877629,0.0,46.0930336215,124.558693486,364.265608859,318.573811399,28.3233498048,17.3684476553
 07/01  23:00:00,804.569169481,96.3525857472,416.338993772,0.0,46.0930336215,124.558693486,352.362305505,329.506273507,14.1616749024,8.69435709532
 07/01  24:00:00,813.312868682,96.3525857472,414.536534479,0.0,46.0930336215,113.312780494,352.011460955,337.652337477,5.66466996096,8.69445351704
 07/02  01:00:00,828.27259694,96.3525857472,405.138863815,0.0,34.9616554283,113.312780494,364.873019666,341.839259751,5.66466996096,17.3690899542
 07/02  02:00:00,819.568275841,96.3525857472,418.086286863,0.0,34.9616554283,113.312780494,365.109341071,350.750020376,5.66466996096,8.69465073402
 07/02  03:00:00,847.850217808,96.3525857472,454.330658854,0.0,34.9616554283,113.312780494,379.586038381,365.226636791,5.66466996096,8.69473162844
 07/02  04:00:00,864.915873019,96.3525857472,454.4989486,0.0,44.4937663224,113.312780494,385.298048312,362.263665685,5.66466996096,17.3697126661
 07/02  05:00:00,859.738718445,96.3525857472,449.70250157,0.0,44.4937663224,113.312780494,386.203249718,363.346592868,14.1616749024,8.69498194679
 07/02  06:00:00,915.425890918,96.3525857472,445.397909601,0.0,54.0258772165,176.889270242,323.948370558,286.929954972,28.3233498048,8.69506578152
 07/02  07:00:00,875.982317406,96.3525857472,397.908777259,0.0,54.0258772165,184.38654557,315.94335938,256.087951821,42.4850247072,17.3703828526
 07/02  08:00:00,939.446012499,96.3525857472,384.092983667,0.0,65.1572554096,220.04316451,303.522952712,229.446238853,56.6466996096,17.4300142496
 07/02  09:00:00,937.707550765,96.3525857472,381.686629554,0.0,65.1572554096,212.545889182,280.042745325,220.064101484,42.4850247072,17.4936191337
 07/02  10:00:00,952.42561624,96.3525857472,375.165294847,0.0,65.1572554096,220.04316451,301.946278209,213.57860652,70.808374512,17.5592971764
 07/02  11:00:00,950.247450239,96.3525857472,369.784771821,0.0,65.1572554096,220.04316451,307.677635349,210.539686244,70.808374512,26.3295745931
 07/02  12:00:00,942.582100453,96.3525857472,366.535795824,0.0,65.1572554096,220.04316451,295.979296755,198.844512764,70.808374512,26.3264094798
 07/02  13:00:00,923.40689484,96.3525857472,362.683947952,0.0,65.1572554096,212.545889182,261.101372633,186.896632404,56.6466996096,17.5580406198
 07/02  14:00:00,907.150045499,96.3525857472,361.119290268,0.0,65.1572554096,212.545889182,243.956540645,175.143937296,42.4850247072,26.3275786411
 07/02  15:00:00,897.866741658,96.3525857472,360.43315359,0.0,65.1572554096,212.545889182,245.376250501,162.404859333,56.6466996096,26.3246915578
 07/02  16:00:00,873.059177577,96.3525857472,362.973075292,0.0,65.1572554096,220.04316451,264.693403725,162.166403141,84.9700494144,17.5569511696
 07/02  17:00:00,829.286903133,96.3525857472,366.607242623,0.0,54.0258772165,184.38654557,275.410223397,172.944927009,84.9700494144,17.4952469736
 07/02  18:00:00,802.210728185,96.3538044699,372.702696611,0.0,44.4937663224,163.454314868,318.361832365,216.021189229,84.9700494144,17.3705937217
 07/02  19:00:00,813.2531089,96.3525857472,386.769720206,0.0,44.4937663224,155.95703954,315.39060409,250.048478704,56.6466996096,8.69542577692
 07/02  20:00:00,810.638356366,96.3525857472,391.515927843,0.0,44.4937663224,124.558693486,367.687313803,298.184343669,56.6466996096,12.8562705242
 07/02  21:00:00,815.269869071,96.3525857472,395.481218731,0.0,44.4937663224,124.558693486,367.557971475,311.867702396,42.4850247072,13.2052443715
 07/02  22:00:00,791.051707031,96.3525857472,402.162235656,0.0,34.9616554283,124.558693486,370.223379598,333.206614879,28.3233498048,8.69341491426
 07/02  23:00:00,800.403684569,96.3525857472,407.571883982,0.0,34.9616554283,124.558693486,374.88646535,343.357708719,14.1616749024,17.3670817285
 07/02  24:00:00,775.173586813,96.3525857472,410.861905667,0.0,34.9616554283,113.312780494,359.63015431,345.271810585,5.66466996096,8.69367376409
 07/03  01:00:00,778.160848838,96.3525857472,401.702612265,0.0,46.0930336215,113.312780494,351.048593562,336.690201523,5.66466996096,8.69372207737
